Product Id,Product Handle,Product Title,Product Subtitle,Product Status,Product External Id,Product Description,Product Is Giftcard,Product Discountable,Product Thumbnail,Product Collection Id,Product Type Id,Product Weight,Product Length,Product Height,Product Width,Product Hs Code,Product Origin Country,Product Mid Code,Product Material,Product Created At,Product Updated At,Product Deleted At,Product Sales Channel 1,Product Sales Channel 2,Variant Id,Variant Title,Variant Sku,Variant Barcode,Variant Ean,Variant Upc,Variant Allow Backorder,Variant Manage Inventory,Variant Hs Code,Variant Origin Country,Variant Mid Code,Variant Material,Variant Weight,Variant Length,Variant Height,Variant Width,Variant Metadata.min_qty,Variant Metadata.wholesale_price,Variant Variant Rank,Variant Thumbnail,Variant Product Id,Variant Created At,Variant Updated At,Variant Deleted At,Variant Price COP,Variant Option 1 Id,Variant Option 1 Name,Variant Option 1 Value,Variant Metadata
prod_01KYNF54SZ26K5GHN95JFZTABA,invictus,Invictus,,published,,Fragancia inspirada en Paco Rabanne. Precio por gramo sin envase.,false,true,,pcol_01KYNF54AK5FYBQ0HWG5TF7Y06,,,,,,,,,,Tue Jul 28 2026 17:57:31 GMT-0500 (Colombia Standard Time),Tue Jul 28 2026 17:57:31 GMT-0500 (Colombia Standard Time),,sc_01KYNCV8FSSEG8B1MQC4QC6DA2,sc_01KYNF4WREP6XDE0A8VADDBEN8,variant_01KYNF57B4FGG67P9HKG9VRRCV,Default,f-invictus,,,,false,true,,,,,,,,,30,320,0,,prod_01KYNF54SZ26K5GHN95JFZTABA,Tue Jul 28 2026 17:57:34 GMT-0500 (Colombia Standard Time),Tue Jul 28 2026 17:57:34 GMT-0500 (Colombia Standard Time),,400,opt_01KYNF54SZCGZQ6TDATD62M8FH,Default,Default,"{""min_qty"":30,""wholesale_price"":320}"
prod_01KYNF54SZ78HC4XYSKA9V1H2P,chanel-n-5,Chanel Nº 5,,published,,Fragancia inspirada en Chanel. Precio por gramo sin envase.,false,true,,pcol_01KYNF54AK5FYBQ0HWG5TF7Y06,,,,,,,,,,Tue Jul 28 2026 17:57:31 GMT-0500 (Colombia Standard Time),Tue Jul 28 2026 17:57:31 GMT-0500 (Colombia Standard Time),,sc_01KYNCV8FSSEG8B1MQC4QC6DA2,sc_01KYNF4WREP6XDE0A8VADDBEN8,variant_01KYNF57B3877TSX3CT101Z8Y7,Default,f-chanel-5,,,,false,true,,,,,,,,,30,320,0,,prod_01KYNF54SZ78HC4XYSKA9V1H2P,Tue Jul 28 2026 17:57:34 GMT-0500 (Colombia Standard Time),Tue Jul 28 2026 17:57:34 GMT-0500 (Colombia Standard Time),,400,opt_01KYNF54SZDN5RHX1NDY0A4M9E,Default,Default,"{""min_qty"":30,""wholesale_price"":320}"
prod_01KYNF54SZAJ4M6XE6DDSY168S,acqua-di-gio,Acqua di Giò,,published,,Fragancia inspirada en Giorgio Armani. Precio por gramo sin envase.,false,true,,pcol_01KYNF54AK5FYBQ0HWG5TF7Y06,,,,,,,,,,Tue Jul 28 2026 17:57:31 GMT-0500 (Colombia Standard Time),Tue Jul 28 2026 17:57:31 GMT-0500 (Colombia Standard Time),,sc_01KYNCV8FSSEG8B1MQC4QC6DA2,sc_01KYNF4WREP6XDE0A8VADDBEN8,variant_01KYNF57B2JPYNZ8FHFCSR98GE,Default,f-acqua-di-gio,,,,false,true,,,,,,,,,30,328,0,,prod_01KYNF54SZAJ4M6XE6DDSY168S,Tue Jul 28 2026 17:57:34 GMT-0500 (Colombia Standard Time),Tue Jul 28 2026 17:57:34 GMT-0500 (Colombia Standard Time),,410,opt_01KYNF54SZWYT836KM7BNPTBAK,Default,Default,"{""min_qty"":30,""wholesale_price"":328}"
prod_01KYNF54SZH3DJSMT6DSVP0DEW,legend,Legend,,published,,Fragancia inspirada en Montblanc. Precio por gramo sin envase.,false,true,,pcol_01KYNF54AK5FYBQ0HWG5TF7Y06,,,,,,,,,,Tue Jul 28 2026 17:57:31 GMT-0500 (Colombia Standard Time),Tue Jul 28 2026 17:57:31 GMT-0500 (Colombia Standard Time),,sc_01KYNCV8FSSEG8B1MQC4QC6DA2,sc_01KYNF4WREP6XDE0A8VADDBEN8,variant_01KYNF57B4W4T1W16R3771EYX8,Default,f-legend,,,,false,true,,,,,,,,,30,320,0,,prod_01KYNF54SZH3DJSMT6DSVP0DEW,Tue Jul 28 2026 17:57:34 GMT-0500 (Colombia Standard Time),Tue Jul 28 2026 17:57:34 GMT-0500 (Colombia Standard Time),,400,opt_01KYNF54SZMS5XE42Q7ZW38KBG,Default,Default,"{""min_qty"":30,""wholesale_price"":320}"
prod_01KYNF54SZHG065QWM5MT2X0GD,eros,Eros,,published,,Fragancia inspirada en Versace. Precio por gramo sin envase.,false,true,,pcol_01KYNF54AK5FYBQ0HWG5TF7Y06,,,,,,,,,,Tue Jul 28 2026 17:57:31 GMT-0500 (Colombia Standard Time),Tue Jul 28 2026 17:57:31 GMT-0500 (Colombia Standard Time),,sc_01KYNCV8FSSEG8B1MQC4QC6DA2,sc_01KYNF4WREP6XDE0A8VADDBEN8,variant_01KYNF57B46KRDXZ15ZDNYRBCB,Default,f-eros,,,,false,true,,,,,,,,,30,320,0,,prod_01KYNF54SZHG065QWM5MT2X0GD,Tue Jul 28 2026 17:57:34 GMT-0500 (Colombia Standard Time),Tue Jul 28 2026 17:57:34 GMT-0500 (Colombia Standard Time),,400,opt_01KYNF54SZ22M22EE447YC1HQY,Default,Default,"{""min_qty"":30,""wholesale_price"":320}"
prod_01KYNF54SZTK42QS4ZE4QBAQ62,coco-mademoiselle,Coco Mademoiselle,,published,,Fragancia inspirada en Chanel. Precio por gramo sin envase.,false,true,,pcol_01KYNF54AK5FYBQ0HWG5TF7Y06,,,,,,,,,,Tue Jul 28 2026 17:57:31 GMT-0500 (Colombia Standard Time),Tue Jul 28 2026 17:57:31 GMT-0500 (Colombia Standard Time),,sc_01KYNCV8FSSEG8B1MQC4QC6DA2,sc_01KYNF4WREP6XDE0A8VADDBEN8,variant_01KYNF57B33XJZ2EQN2EWWF1RM,Default,f-coco-mademoiselle,,,,false,true,,,,,,,,,30,328,0,,prod_01KYNF54SZTK42QS4ZE4QBAQ62,Tue Jul 28 2026 17:57:34 GMT-0500 (Colombia Standard Time),Tue Jul 28 2026 17:57:34 GMT-0500 (Colombia Standard Time),,410,opt_01KYNF54SZG4WFH4EPJ5HPHRYJ,Default,Default,"{""min_qty"":30,""wholesale_price"":328}"
prod_01KYNF54SZTWPEXB346J20858C,one-million,One Million,,published,,Fragancia inspirada en Paco Rabanne. Precio por gramo sin envase.,false,true,,pcol_01KYNF54AK5FYBQ0HWG5TF7Y06,,,,,,,,,,Tue Jul 28 2026 17:57:31 GMT-0500 (Colombia Standard Time),Tue Jul 28 2026 17:57:31 GMT-0500 (Colombia Standard Time),,sc_01KYNCV8FSSEG8B1MQC4QC6DA2,sc_01KYNF4WREP6XDE0A8VADDBEN8,variant_01KYNF57B4A4795WH0GCV3X1V8,Default,f-one-million,,,,false,true,,,,,,,,,30,320,0,,prod_01KYNF54SZTWPEXB346J20858C,Tue Jul 28 2026 17:57:34 GMT-0500 (Colombia Standard Time),Tue Jul 28 2026 17:57:34 GMT-0500 (Colombia Standard Time),,400,opt_01KYNF54SZTMNRAQNHG4MG5BS0,Default,Default,"{""min_qty"":30,""wholesale_price"":320}"
prod_01KYNF54SZW6TVWJAHANQ1CHRQ,la-vie-est-belle,La Vie Est Belle,,published,,Fragancia inspirada en Lancôme. Precio por gramo sin envase.,false,true,,pcol_01KYNF54AK5FYBQ0HWG5TF7Y06,,,,,,,,,,Tue Jul 28 2026 17:57:31 GMT-0500 (Colombia Standard Time),Tue Jul 28 2026 17:57:31 GMT-0500 (Colombia Standard Time),,sc_01KYNCV8FSSEG8B1MQC4QC6DA2,sc_01KYNF4WREP6XDE0A8VADDBEN8,variant_01KYNF57B3RBXX999NHVBWPXEY,Default,f-la-vie-est-belle,,,,false,true,,,,,,,,,30,320,0,,prod_01KYNF54SZW6TVWJAHANQ1CHRQ,Tue Jul 28 2026 17:57:34 GMT-0500 (Colombia Standard Time),Tue Jul 28 2026 17:57:34 GMT-0500 (Colombia Standard Time),,400,opt_01KYNF54SZKETWETW9GE3N5FM4,Default,Default,"{""min_qty"":30,""wholesale_price"":320}"
prod_01KYNF54SZW8FGM6HCW23YYJ7H,good-girl,Good Girl,,published,,Fragancia inspirada en Carolina Herrera. Precio por gramo sin envase.,false,true,,pcol_01KYNF54AK5FYBQ0HWG5TF7Y06,,,,,,,,,,Tue Jul 28 2026 17:57:31 GMT-0500 (Colombia Standard Time),Tue Jul 28 2026 17:57:31 GMT-0500 (Colombia Standard Time),,sc_01KYNCV8FSSEG8B1MQC4QC6DA2,sc_01KYNF4WREP6XDE0A8VADDBEN8,variant_01KYNF57B4KZPWVK8CNB13KQ7A,Default,f-good-girl,,,,false,true,,,,,,,,,30,320,0,,prod_01KYNF54SZW8FGM6HCW23YYJ7H,Tue Jul 28 2026 17:57:34 GMT-0500 (Colombia Standard Time),Tue Jul 28 2026 17:57:34 GMT-0500 (Colombia Standard Time),,400,opt_01KYNF54SZADE5C9DY64XGRSG2,Default,Default,"{""min_qty"":30,""wholesale_price"":320}"
prod_01KYNF54SZZKM7PF9DZWNA3MX7,fahrenheit,Fahrenheit,,published,,Fragancia inspirada en Christian Dior. Precio por gramo sin envase.,false,true,,pcol_01KYNF54AK5FYBQ0HWG5TF7Y06,,,,,,,,,,Tue Jul 28 2026 17:57:31 GMT-0500 (Colombia Standard Time),Tue Jul 28 2026 17:57:31 GMT-0500 (Colombia Standard Time),,sc_01KYNCV8FSSEG8B1MQC4QC6DA2,sc_01KYNF4WREP6XDE0A8VADDBEN8,variant_01KYNF57B4ZWRD06V57K14HZVB,Default,f-fahrenheit,,,,false,true,,,,,,,,,30,320,0,,prod_01KYNF54SZZKM7PF9DZWNA3MX7,Tue Jul 28 2026 17:57:34 GMT-0500 (Colombia Standard Time),Tue Jul 28 2026 17:57:34 GMT-0500 (Colombia Standard Time),,400,opt_01KYNF54SZK24WDCXJRM15BSXQ,Default,Default,"{""min_qty"":30,""wholesale_price"":320}"
